Date,AAPL,GLD,JNJ,JPM,MSFT,SPY,TLT,XOM
2023-12-21,192.6783447265625,189.42999267578125,144.8603973388672,159.48277282714844,367.2142333984375,461.2962646484375,90.67621612548828,94.26335906982422
2023-12-22,191.60948181152344,190.27000427246094,145.4404754638672,159.3875732421875,368.2366638183594,462.2233581542969,90.26376342773438,94.4301528930664
2023-12-26,191.06512451171875,191.72000122070312,146.0766143798828,160.33018493652344,368.3152770996094,464.1750793457031,90.5203857421875,94.64326477050781
2023-12-27,191.16409301757812,192.58999633789062,146.27308654785156,161.29183959960938,367.73529052734375,465.0143127441406,92.12440490722656,94.19850158691406
2023-12-28,191.58966064453125,191.47000122070312,146.48826599121094,162.1487579345703,368.9247741699219,465.19000244140625,91.45531463623047,92.83638763427734
2023-12-29,190.5504913330078,191.1699981689453,146.63795471191406,161.95834350585938,369.67193603515625,463.8432922363281,90.63038635253906,92.64179992675781
2024-01-02,183.73130798339844,190.72000122070312,149.65975952148438,163.8435821533203,364.5894470214844,461.2474365234375,90.1079330444336,94.84711456298828
2024-01-03,182.35562133789062,189.1300048828125,150.59532165527344,163.12948608398438,364.3240051269531,457.4806213378906,90.4837646484375,95.64398956298828
2024-01-04,180.0396728515625,189.32000732421875,150.27723693847656,164.21200561523438,361.7090759277344,456.00701904296875,89.10890197753906,94.81005859375
2024-01-05,179.31716918945312,189.35000610351562,150.74497985839844,165.035888671875,361.5223083496094,456.631591796875,88.25648498535156,95.09729766845703
2024-01-08,183.6521453857422,187.8699951171875,151.11923217773438,164.79640197753906,368.3447570800781,463.15045166015625,89.12720489501953,93.51280212402344
2024-01-09,183.2364501953125,187.92999267578125,151.21278381347656,163.49351501464844,369.4261169433594,462.4478454589844,88.55896759033203,92.35456085205078
2024-01-10,184.27565002441406,187.5,151.4373016357422,163.83840942382812,376.2879333496094,465.0631103515625,88.14646911621094,91.44648742675781
2024-01-11,183.6818389892578,187.8699951171875,150.7637176513672,163.14862060546875,378.1164245605469,464.85821533203125,88.64144897460938,91.42794799804688
2024-01-12,184.00843811035156,189.7100067138672,151.92381286621094,161.9511260986328,381.8914489746094,465.18023681640625,88.46727752685547,92.61400604248047
2024-01-16,181.74195861816406,187.91000366210938,150.17430114746094,160.93563842773438,383.6609191894531,463.472412109375,86.90912628173828,90.51988220214844
2024-01-17,180.80174255371094,185.83999633789062,150.09010314941406,160.0734100341797,382.87445068359375,460.89617919921875,86.7716293334961,89.86199951171875
2024-01-18,186.69056701660156,187.3699951171875,150.81985473632812,160.3895721435547,387.199951171875,464.9947814941406,85.96505737304688,89.6952133178711
2024-01-19,189.59042358398438,187.92999267578125,151.25955200195312,163.158203125,391.91864013671875,470.7914733886719,86.24002075195312,89.83419036865234
2024-01-22,191.89649963378906,187.22000122070312,151.99864196777344,162.9665985107422,389.7952575683594,471.7869873046875,86.7533187866211,89.7137451171875
2024-01-23,193.1732177734375,187.9499969482422,149.51010131835938,161.89366149902344,392.144775390625,473.16290283203125,86.06587982177734,90.72373962402344
2024-01-24,192.50021362304688,186.39999389648438,148.71482849121094,163.34022521972656,395.7427673339844,473.6800842285156,85.56177520751953,92.28968811035156
2024-01-25,192.17361450195312,187.13999938964844,149.27618408203125,165.6777801513672,398.0137023925781,476.25640869140625,86.12088775634766,94.63400268554688
2024-01-26,190.44158935546875,187.00999450683594,149.2200469970703,165.04551696777344,397.0895690917969,475.65142822265625,85.95588684082031,95.44013977050781
2024-01-29,189.75868225097656,188.3300018310547,149.08908081054688,165.47659301757812,402.78155517578125,479.418212890625,86.94579315185547,95.56060791015625
2024-01-30,186.10662841796875,188.58999633789062,148.537109375,168.86793518066406,401.67071533203125,479.0474548339844,87.73405456542969,97.15436553955078
2024-01-31,182.50404357910156,188.4499969482422,148.65872192382812,167.0381317138672,390.84710693359375,471.2306823730469,88.59562683105469,95.26409149169922
2024-02-01,184.93878173828125,190.41000366210938,148.15354919433594,166.43458557128906,396.942138671875,477.398193359375,90.33351135253906,94.87492370605469
2024-02-02,183.93914794921875,188.61000061035156,146.5163116455078,167.3926239013672,404.2561340332031,482.4239501953125,88.3381576538086,94.48574829101562
2024-02-05,185.75033569335938,187.57000732421875,145.758544921875,167.17227172851562,398.780517578125,480.6673889160156,86.55429077148438,94.09656524658203
2024-02-06,187.3536834716797,188.5500030517578,147.87286376953125,167.74708557128906,398.6231689453125,482.0628662109375,87.40023040771484,94.74520111083984
2024-02-07,187.4625244140625,188.5,147.79800415039062,168.06320190429688,407.0382080078125,486.08349609375,86.97724151611328,94.71739959716797
2024-02-08,186.38375854492188,188.3300018310547,146.31983947753906,167.45965576171875,407.09722900390625,486.2981872558594,86.47152709960938,96.33895874023438
2024-02-09,187.1468048095703,187.60000610351562,146.6566619873047,167.66082763671875,413.4281005859375,489.10870361328125,86.29679870605469,94.30042266845703
2024-02-12,185.46212768554688,187.11000061035156,147.67642211914062,168.40806579589844,408.22772216796875,488.89404296875,86.39796447753906,95.59767150878906
2024-02-13,183.3711395263672,184.52999877929688,146.38536071777344,166.9423370361328,399.4391174316406,482.160400390625,84.91752624511719,94.77468872070312
2024-02-14,182.48919677734375,184.4199981689453,145.70237731933594,168.6380157470703,403.2998352050781,486.54217529296875,85.34971618652344,94.30706787109375
2024-02-15,182.2018280029297,185.66000366210938,147.74191284179688,172.31675720214844,400.41412353515625,489.8991394042969,85.79108428955078,97.00984954833984
2024-02-16,180.66578674316406,186.33999633789062,147.57223510742188,171.5120391845703,397.95196533203125,487.4595031738281,85.29454803466797,97.00984954833984
2024-02-20,179.9225311279297,187.47000122070312,148.8070831298828,172.1826171875,396.7011413574219,484.7758483886719,85.36809539794922,96.09333038330078
2024-02-21,180.6757049560547,187.47999572753906,149.58006286621094,173.3035125732422,396.100341796875,485.2149963378906,84.76121520996094,98.05728149414062
2024-02-22,182.7071990966797,187.55999755859375,151.24853515625,175.3824005126953,405.4272155761719,495.2566833496094,85.17499542236328,97.97311401367188
2024-02-23,180.8739013671875,188.6199951171875,152.558837890625,176.26376342773438,404.1369934082031,495.5982666015625,86.31520080566406,97.11270141601562
2024-02-26,179.52615356445312,188.1999969482422,151.5690460205078,175.66021728515625,401.37933349609375,493.7830810546875,86.05773162841797,97.49614715576172
2024-02-27,180.98291015625,188.0,151.74815368652344,175.74642944335938,401.32025146484375,494.7004699707031,85.45085906982422,97.29039764404297
2024-02-28,179.7838134765625,188.33999633789062,152.2854766845703,176.6373748779297,401.5566711425781,494.0466003417969,85.9933853149414,97.56161499023438
2024-02-29,179.11985778808594,189.30999755859375,152.12522888183594,178.246826171875,407.38720703125,495.8227233886719,86.60025787353516,97.7486572265625
2024-03-01,178.03970336914062,192.88999938964844,152.82278442382812,177.5091552734375,409.2190246582031,500.4776306152344,87.13986206054688,98.98314666748047
2024-03-04,173.52081298828125,196.00999450683594,150.6735382080078,178.84078979492188,408.6477966308594,499.94091796875,86.78935241699219,97.59902954101562
2024-03-05,168.58572387695312,197.19000244140625,150.79608154296875,180.6322784423828,396.56329345703125,494.9444274902344,88.02537536621094,98.79610443115234
2024-03-06,167.59475708007812,198.80999755859375,150.20223999023438,181.57110595703125,396.01171875,497.452392578125,88.54192352294922,99.85289764404297
2024-03-07,167.475830078125,199.94000244140625,149.75917053222656,179.98081970214844,402.95513916015625,502.3904113769531,88.45890808105469,100.41402435302734
2024-03-08,169.1902313232422,201.6300048828125,150.37188720703125,180.3161163330078,400.0793151855469,499.3748779296875,88.3021011352539,101.35859680175781
2024-03-11,171.19200134277344,202.0,151.98382568359375,180.3831787109375,398.40496826171875,498.9455261230469,88.25598907470703,101.95712280273438
2024-03-12,171.6676788330078,199.7899932861328,153.40724182128906,181.8680877685547,409.0023498535156,504.3128967285156,87.51806640625,101.30247497558594
2024-03-13,169.5866241455078,201.19000244140625,151.86131286621094,183.34344482421875,408.8250427246094,503.52239990234375,87.0937271118164,102.43409729003906
2024-03-14,171.43972778320312,200.35000610351562,150.07968139648438,180.07664489746094,418.79205322265625,502.5270080566406,85.7562484741211,104.2484130859375
2024-03-15,171.0631561279297,199.7100067138672,149.10874938964844,182.30877685546875,410.1251220703125,499.0762939453125,85.72857666015625,104.06136322021484
2024-03-18,172.15325927734375,200.02999877929688,147.77017211914062,184.56968688964844,411.01153564453125,502.04241943359375,85.47030639648438,105.0246353149414
